ok,status,ttft_s,e2e_s,mean_itl_s,n_tokens,is_overlap,error
1,200,0.000654603,0.000745536,0.000009082,10,0,
1,200,0.000726016,0.000818175,0.000009171,10,0,
1,200,0.000724046,0.000816731,0.000009278,10,0,
1,200,0.000687962,0.000780636,0.000009256,10,0,
1,200,0.000793481,0.000828243,0.000002910,10,0,
1,200,0.000574701,0.000664360,0.000009147,10,0,
1,200,0.000605991,0.000670394,0.000006353,10,0,
1,200,0.000712746,0.000790269,0.000003280,10,0,
1,200,0.000737387,0.000775078,0.000003175,10,0,
1,200,0.000758743,0.000849092,0.000008942,10,0,
1,200,0.000726229,0.000763876,0.000003166,10,0,
1,200,0.000721589,0.000808786,0.000008722,10,0,
1,200,0.000731820,0.000822993,0.000009106,10,0,
1,200,0.000761309,0.000851461,0.000009010,10,0,
1,200,0.000760557,0.000853253,0.000009160,10,0,
1,200,0.000699815,0.000785449,0.000008484,10,0,
1,200,0.000624474,0.000710654,0.000008566,10,0,
1,200,0.000797010,0.000890576,0.000009374,10,0,
1,200,0.000700942,0.000789217,0.000008854,10,0,
1,200,0.000741298,0.000835533,0.000009379,10,0,
1,200,0.000729170,0.000820361,0.000009150,10,0,
1,200,0.000710844,0.000803395,0.000009290,10,0,
1,200,0.000781520,0.000871499,0.000009007,10,0,
1,200,0.000748046,0.000866996,0.000012137,10,0,
1,200,0.000740866,0.000832247,0.000009118,10,0,
1,200,0.000740033,0.000826877,0.000008665,10,0,
1,200,0.000726782,0.000818144,0.000009072,10,0,
1,200,0.000714937,0.000854863,0.000014374,10,0,
1,200,0.000691895,0.000781627,0.000008954,10,0,
1,200,0.000706439,0.000802402,0.000009639,10,0,
1,200,0.000751046,0.000840691,0.000008945,10,0,
1,200,0.000738850,0.000830286,0.000009148,10,0,
1,200,0.000795246,0.000830907,0.000003013,10,0,
1,200,0.000584120,0.000671320,0.000008742,10,0,
1,200,0.000710909,0.000801837,0.000009109,10,0,
1,200,0.000623196,0.000660216,0.000003148,10,0,
1,200,0.000714187,0.000751572,0.000003206,10,0,
1,200,0.000693550,0.000782076,0.000008844,10,0,
1,200,0.000787740,0.000893236,0.000010715,10,0,
1,200,0.000924894,0.000963078,0.000003229,10,0,
1,200,0.000703162,0.000792389,0.000008922,10,0,
1,200,0.000737088,0.000850464,0.000011552,10,0,
1,200,0.000736606,0.000821468,0.000003032,10,0,
1,200,0.000714369,0.000808394,0.000009411,10,0,
